id,admin_user_id,name,address,locality,region,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_numbers,fax_keywords_en,fax_keywords_fr,ramq_code,ramq_billing_categories,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
ChIJHeRz3dFUgEsRBoEFfw1kqgE,,CENTRE MULTI. SSS DE LA BASSE-COTE-NORD,"1070 BOUL DOCTEUR-CAMILLE-MARCOUX CP 130, BLANC-SABLON, QC, G0G 1W0",Blanc-Sablon,Cote Nord,CA,QC,G0G 1W0,+14184612144,"14184613341,14184612731","[{""fax_number"": ""14184612731"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14184613341"", ""keyword_en"": ""general inquiries / alternative main fax line""}]","[{""fax_number"": ""14184612731"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""14184613341"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}]",0260X;93322,"1,3,4,5,6,7",hospital,,51.4116469,-57.20320009999999,1745808471,hospital,0
ChIJHeczC5wzIU0R6UDeVvaGBOE,,CENTRE VISUEL ROUYN-NORANDA,"66 GAMBLE O, ROUYN-NORANDA, QC, J9X 2R4",Rouyn-Noranda,Abitibi Temiscamingue,CA,QC,J9X 4T3,+18197644747,18197644824,"[{""fax_number"": ""18197644824"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""18197644824"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}]",52743;53232,,hospital,https://iris.ca/fr/trouver-une-boutique/rouyn-noranda,48.2388163,-79.0222534,1745790598,hospital,0
ChIJHfFJ_ospwEwRdWRURZjvrMw,,MDA MA DE LA RIVIERE-SAGUENAY,"431 RUE SAINT-GERARD, SAGUENAY, QC, G7G 3N9",Saguenay,Saguenay Lac Saint Jean,CA,QC,G7X 9B4,+14184126183,,[],[],19635,,pharmacy,,48.3980168,-71.2592176,1745808471,clinic,0
ChIJHwGW8Ho8yUwR0929Ms0encU,,VISIQUE POINTE-CLAIRE,"301 BOUL BRUNSWICK LOCAL B, POINTE-CLAIRE, QC, H9R 4Y2",Pointe-Claire,Montreal,CA,QC,H9R 4Y2,+15147820447,,[],[],53830,,hospital,https://visique.com/pages/visique-pointe-claire,45.4683813,-73.8289683,1745808471,hospital,0
ChIJHwXDbMobyUwRJCnJIy67wfA,,INSTITUT RAYMOND-DEWAR,"3600 BERRI, MONTREAL, QC, H2L 4G9",Montréal,Montreal,CA,QC,H2H 1C4,+15142842214,"15142845086,15142840699,15142849587","[{""fax_number"": ""15142845086"", ""keyword_en"": ""medical records""}, {""fax_number"": ""15142840699"", ""keyword_en"": ""medical records""}, {""fax_number"": ""15142849587"", ""keyword_en"": ""medical records""}]","[{""fax_number"": ""15142845086"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""15142840699"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""15142849587"", ""keyword_fr"": ""dossiers médicaux""}]",10153,,pharmacy,https://ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-de-readaptation-en-deficience-physique-raymond-dewar-laurier,45.5392635,-73.5767827,1745808471,clinic,0
ChIJHxCEG5gsz0wRXLoAb-MdLv8,,CRDP ET SERV. EXT. POUR AINES D'YOUVILLE 4,"531 LAVIOLETTE, SAINT-JEROME, QC, J7Y 2T8",Saint-Jérôme,Laurentides,CA,QC,J7Y 2T8,+14505609898,14504368328,"[{""fax_number"": ""14504368328"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14504368328"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}]",0455X;19113,,hospital,http://www.santelaurentides.gouv.qc.ca/,45.78290750000001,-74.0061506,1745790598,hospital,0
ChIJHxOzsac7yUwRsn_JqHFd1zY,,PAVILLON PIERREFONDS,"5100 AV DU CHATEAU-PIERREFONDS, PIERREFONDS, QC, H9K 1P3",Montréal,Montreal,CA,QC,H9H 1C8,+15146262300,15146968910,"[{""fax_number"": ""15146968910"", ""keyword_en"": ""enquiries""}]","[{""fax_number"": ""15146968910"", ""keyword_fr"": ""dossiers médicaux""}]",45169,,hospital,http://www.chateaupierrefonds.net/,45.4801322,-73.869886,1745808471,hospital,0
ChIJHxPlMg3myEwRAXV8ga05tdM,,CLINIQUE MEDICALE BRIEN,"102-223 BOUL BRIEN, REPENTIGNY, QC, J6A 6M4",Repentigny,Lanaudiere,CA,QC,J5Z 2J1,+14505809571,"14505858538,14505809572","[{""fax_number"": ""14505858538"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14505809572"", ""keyword_en"": ""general""}]","[{""fax_number"": ""14505858538"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""14505809572"", ""keyword_fr"": ""g\u00e9n\u00e9ral""}]",54199;55838,,hospital,https://cliniquemedicaledesaffluents.ca/,45.7532208,-73.4686299,1745790598,hospital,0
ChIJHyAYOA8ZyUwRulstvhl3hNA,,CLINIQUE MEDICALE QUERBES,"7604 RUE QUERBES, MONTREAL, QC, H3N 2B6",Montréal,Montreal,CA,QC,H3N 2B6,+15142730258,15142737795,"[{""fax_number"": ""15142737795"", ""keyword_en"": ""pharmacy""}]","[{""fax_number"": ""15142737795"", ""keyword_fr"": ""pharmacie""}]",55565,,hospital,http://www.cliniquesante.com/fr/succursales/pharmacie/150/,45.5297475,-73.62827469999999,1745808471,hospital,0
ChIJHyEqF7ogwEwRhi5c9HIjl8o,,CENTRE D'HEBERGEMENT JACQUES-CARTIER,"904 JACQUES-CARTIER E, CHICOUTIMI, QC, G7H 2A9",Saguenay,Saguenay Lac Saint Jean,CA,QC,G7H 2A9,+14185493727,"14185436285,14185432038,14185493727","[{""fax_number"": ""14185436285"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14185432038"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14185493727"", ""keyword_en"": ""office administration""}]","[{""fax_number"": ""14185436285"", ""keyword_fr"": ""administration""}, {""fax_number"": ""14185432038"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""14185493727"", ""keyword_fr"": ""bureau administratif""}]",11615;29255,,hospital,http://santesaglac.gouv.qc.ca/,48.42315849999999,-71.039735,1745808471,hospital,0
ChIJHyVOTKEQyUwRCfBaWVFcEzg,,CHATEAU WESTMOUNT,"4860 BOUL DE MAISONNEUVE O, WESTMOUNT, QC, H3Z 3G2",Westmount,Montreal,CA,QC,H3Z 3G2,+15143693000,,[],[],29575,,hospital,https://www.chateauwestmount.ca/,45.47720899999999,-73.60021900000001,1745808471,hospital,0
ChIJHzKWpzK9uEwRBydoNItvnCU,,JACQUES BEAULIEU OPTOMETRISTE,"14020,BOUL HENRI-BOURASSA, QUEBEC, QC, G1G 3Y8",Québec,Capitale Nationale,CA,QC,G1G 3Y8,+14186231528,14186230979,"[{""fax_number"": ""14186230979"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14186230979"", ""keyword_fr"": ""renseignements généraux""}]",52051,,hospital,http://www.beaulieuvision.ca/,46.87932199999999,-71.2851333,1745856667,hospital,0
ChIJHza4W18ZyUwRoQ0yH7Xm9Uc,,CLINIQUE MEDICALE VICTORIA MDCM,"107-5871 AV VICTORIA, MONTREAL, QC, H3W 2R7",Montreal,Montreal,CA,QC,H3W 2R5,+15143442553,"15144849262,15144839910,15143440061","[{""fax_number"": ""15144849262"", ""keyword_en"": ""medical records""}, {""fax_number"": ""15144839910"", ""keyword_en"": ""medical records""}, {""fax_number"": ""15144849262"", ""keyword_en"": ""medical records""}, {""fax_number"": ""15143440061"", ""keyword_en"": ""medical records""}, {""fax_number"": ""15144839910"", ""keyword_en"": ""medical records""}]","[{""fax_number"": ""15144849262"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""15144839910"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""15144849262"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""15143440061"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""15144839910"", ""keyword_fr"": ""dossiers médicaux""}]",55319,,hospital,http://www.clinicmedicalvictoria.ca/,45.49360469999999,-73.6351578,1745808471,hospital,0
ChIJHzrpAIDdyUwRx7NlgMZGUVQ,,CRDI-TSA DE BRIGHAM,"278 AV DES ERABLES, BRIGHAM, QC, J2K 4C9",Brigham,Estrie,CA,QC,J2K 4K5,,14502665484,"[{""fax_number"": ""14502665484"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14502665484"", ""keyword_fr"": ""renseignements généraux""}]",15505,,pharmacy,,45.2471033,-72.845317,1745790598,clinic,0
ChIJI-i1DJGov0wRIpUdf18t_bE,,CLINIQUE DE MEDECINE FAMILIALE DE CLERMONT,"500-106 BOUL NOTRE-DAME, CLERMONT, QC, G4A 1G3",Clermont,Capitale Nationale,CA,QC,G4A 1G3,+14184393935,14184394548,"[{""fax_number"": ""14184394548"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14184394548"", ""keyword_fr"": ""dossiers médicaux""}]",54121,,hospital,,47.6909937,-70.22376369999999,1745790598,hospital,0
ChIJI1By_5sXyUwRmQ7Yih9XCK8,,LUNETTERIE VUE D'ENSEMBLE,"5754 AV DE MONKLAND, MONTREAL, QC, H4A 1E9",Montréal,Montreal,CA,QC,H4A 1E9,+15143692323,,[],[],53887,,hospital,https://lunetterievuedensemble.ca/,45.4736754,-73.6241883,1745808471,hospital,0
ChIJI1V5FyeXuEwRZoOKluXnyaQ,,MACLINIQUE RADIOLOGIE LEBOURGNEUF,"725 BOUL LEBOURGNEUF, QUEBEC, QC, G2J 0C4",Québec,Capitale Nationale,CA,QC,G2J 0C4,+14187801313,14187801780,"[{""fax_number"": ""14187801780"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14187801780"", ""keyword_fr"": ""renseignements généraux""}]",31173,,hospital,http://mcrl.ca/,46.84237569999999,-71.2800958,1745790598,hospital,0
ChIJI1vTrFAayUwRVhDX0INlV28,,CLINIQUE MEDICAL PLACE D'ARMES,"162-159 ST-ANTOINE O, MONTREAL, QC, H2Z 2A7",Montréal,Montreal,CA,QC,H2Y 1J6,+15143161987,"14186879132,15143163306","[{""fax_number"": ""14186879132"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""15143163306"", ""keyword_en"": ""general""}]","[{""fax_number"": ""14186879132"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""15143163306"", ""keyword_fr"": ""r\u00e9f\u00e9rences""}]",55261;55409,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=639239,45.50536899999999,-73.558173,1745808471,hospital,0
ChIJI2JJUAEDzkwRqNn_TSZ_QL4,,CLINIQUE D'OPTOMETRIE DU PLATEAU,"106-195 DE L'ATMOSPHERE, GATINEAU, QC, J9A 0A3",Gatineau,Outaouais,CA,QC,J9A 0A3,+18197760001,"18197761533,18197762171,18197716000","[{""fax_number"": ""18197761533"", ""keyword_en"": ""general inquiries / referrals / medical records""}, {""fax_number"": ""18197762171"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""18197716000"", ""keyword_en"": ""general""}]","[{""fax_number"": ""18197761533"", ""keyword_fr"": ""dossiers m\u00e9dicaux""}, {""fax_number"": ""18197762171"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}, {""fax_number"": ""18197716000"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}]",53473;55060;55947;57005,,hospital,https://rvsq.gouv.qc.ca/accueil/index.html,45.4379528,-75.7849343,1745808471,hospital,0
ChIJI3KMoVMayUwRy3f4M6Tcu0E,,CENTRE DE RECHERCHE DU CHUM 1,"900 RUE SAINT-DENIS, MONTREAL, QC, H2X 0A9",Montréal,Montreal,CA,QC,H2X 0A9,+15148908000,"15144127944,15144127648,15149875592","[{""fax_number"": ""15144127944"", ""keyword_en"": ""stars""}, {""fax_number"": ""15144127648"", ""keyword_en"": ""stars""}, {""fax_number"": ""15149875592"", ""keyword_en"": ""stars""}, {""fax_number"": ""15149875592"", ""keyword_en"": ""stars""}, {""fax_number"": ""15144127944"", ""keyword_en"": ""stars""}, {""fax_number"": ""15144127648"", ""keyword_en"": ""stars""}]","[{""fax_number"": ""15144127944"", ""keyword_fr"": ""étoiles doubles""}, {""fax_number"": ""15144127648"", ""keyword_fr"": ""étoiles doubles""}, {""fax_number"": ""15149875592"", ""keyword_fr"": ""étoiles doubles""}, {""fax_number"": ""15149875592"", ""keyword_fr"": ""étoiles doubles""}, {""fax_number"": ""15144127944"", ""keyword_fr"": ""étoiles doubles""}, {""fax_number"": ""15144127648"", ""keyword_fr"": ""étoiles doubles""}]",0847X,,clinic,https://www.chumontreal.qc.ca/crchum/,45.5108404,-73.55600199999999,1745808471,clinic,0
ChIJI3NJzNw0yUwR31hqjBmfyd8,,LA MAISON DE SOINS PALLIATIFS DE VAUDREUIL-SOULANGES 0,"90 RUE COMO GARDENS, HUDSON, QC, J0P 1H0",Hudson,Monteregie,CA,QC,J0P 1H0,+14502022202,14502022205,"[{""fax_number"": ""14502022205"", ""keyword_en"": ""general inquiries, admissions, administration""}]","[{""fax_number"": ""14502022205"", ""keyword_fr"": ""administration""}]",0790X;47900,,hospital,https://www.mspvs.org/,45.4515024,-74.1318598,1745790598,hospital,0
ChIJI4ASeC_xuEwR3aWB9ESZy4Y,,CLINIQUE MEDICALE SAINT-ISIDORE,"109 RUE DES PINSONS, SAINT-ISIDORE, QC, G0S 2S0",Saint-Isidore,Chaudiere Appalaches,CA,QC,G0S 2S0,+14188825696,14503468184,"[{""fax_number"": ""14503468184"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14503468184"", ""keyword_fr"": ""renseignements généraux""}]",54309,,hospital,http://www.centremedicalnb.com/cliniques/saint-isidore/,46.58578229999999,-71.09125949999999,1745790598,hospital,0
ChIJI4eJ20IfyUwRQNrdW_t3R84,,CLINIQUE MEDICALE SAINT-MATHIEU,"3231 BOUL HENRI-BOURASSA E, MONTREAL, QC, H1H 1H2",Montréal,Montreal,CA,QC,H1H 1H2,+15143232434,15143742932,"[{""fax_number"": ""15143742932"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""15143742932"", ""keyword_fr"": ""dossiers médicaux""}]",55850,,hospital,https://bonjour-sante.ca/uno/clinique/cdrjosephyvesdefay,45.58377549999999,-73.65072700000002,1745808471,hospital,0
ChIJI54p7vPeyEwRRy-v2smQdmM,,CLSC LAMATER DE TERREBONNE,"1317 BOUL DES SEIGNEURS, TERREBONNE, QC, J6W 5B1",Terrebonne,Lanaudiere,CA,QC,J6W 5B1,+14504712881,"14504717134,14504719695","[{""fax_number"": ""14504717134"", ""keyword_en"": ""450-471-2881""}, {""fax_number"": ""14504719695"", ""keyword_en"": ""450-471-2881""}]","[{""fax_number"": ""14504717134"", ""keyword_fr"": ""450-471-2881""}, {""fax_number"": ""14504719695"", ""keyword_fr"": ""450-471-2881""}]",91132,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=1145,45.69971489999999,-73.6586148,1745790598,hospital,0
ChIJI5cR6tIbyUwRW326dXn4Bxw,,LUNETTERIE DO,"2875 HENRI-BOURASSA E, MONTREAL, QC, H2B 1V9",Montréal,Montreal,CA,QC,H2W 1Z5,+15143793870,15143266562,"[{""fax_number"": ""15143266562"", ""keyword_en"": ""enquiries""}]","[{""fax_number"": ""15143266562"", ""keyword_fr"": ""dossiers m\u00e9dicaux""}]",53544;53746,,hospital,https://artdyvoir.com/,45.51921400000001,-73.58473359999999,1745808471,hospital,0
ChIJI5rxNMsnyUwRO92Z0c1smes,,CLINIQUE PEDIATRIQUE DES MILLE-ILES,"203-233 RUE TURGEON, SAINTE-THERESE, QC, J7E 3J8",Sainte-Thérèse,Laurentides,CA,QC,J7E 3J8,+14504348006,,[],[],55384,,hospital,https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=48029&ch_type=&bt_rechType=&theme=autres-ressources&ch_choixReg=&ch_rayon=0&ch_code=&page=639,45.6315916,-73.82969469999999,1745790598,hospital,0
ChIJI5rxNMsnyUwRYkpnYV36ZkA,,CLINIQUE MEDICALE STE-THERESE,"101-233 RUE TURGEON, STE-THERESE, QC, J7E 3J8",Sainte-Thérèse,Laurentides,CA,QC,J7E 4S9,+14504301030,14504303270,"[{""fax_number"": ""14504303270"", ""keyword_en"": ""450-430-2000""}]","[{""fax_number"": ""14504303270"", ""keyword_fr"": ""450-430-2000""}]",53454;55392,,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=38183,45.6314517,-73.8297262,1745790598,hospital,0
ChIJI6yD-8yS0UwRT91apit2KUk,,CLSC DE QUYON,"1164 RUE CLARENDON, PONTIAC, QC, J0X 2V0",Quyon,Outaouais,CA,QC,J0X 2V0,+18194582848,18194582470,"[{""fax_number"": ""18194582470"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""18194582470"", ""keyword_fr"": ""renseignements g\u00e9n\u00e9raux""}]",54177;80155,,hospital,http://cisss-outaouais.gouv.qc.ca/,45.5203622,-76.2307032,1745808471,hospital,0
ChIJI70ZSjpOyUwR_wVzAtukMcw,,CLINIQUE REPERES,"101-50 RUE GRANDE-ILE, SALABERRY-DE-VALLEYFIELD, QC, J6S 3L8",Salaberry-de-Valleyfield,Monteregie,CA,QC,J6S 3L8,+14503736636,"14503713654,14503716340,14503715044","[{""fax_number"": ""14503713654"", ""keyword_en"": ""450-371-3654""}, {""fax_number"": ""14503716340"", ""keyword_en"": ""450-371-6340""}, {""fax_number"": ""14503715044"", ""keyword_en"": ""450-371-5044""}, {""fax_number"": ""14503715044"", ""keyword_en"": ""450-371-5044""}, {""fax_number"": ""14503713654"", ""keyword_en"": ""450-371-3654""}, {""fax_number"": ""14503716340"", ""keyword_en"": ""450-371-6340""}]","[{""fax_number"": ""14503713654"", ""keyword_fr"": ""copie de 450-371-3654""}, {""fax_number"": ""14503716340"", ""keyword_fr"": ""copie de 450-371-6340""}, {""fax_number"": ""14503715044"", ""keyword_fr"": ""copie de 450-371-5044""}, {""fax_number"": ""14503715044"", ""keyword_fr"": ""copie de 450-371-5044""}, {""fax_number"": ""14503713654"", ""keyword_fr"": ""copie de 450-371-3654""}, {""fax_number"": ""14503716340"", ""keyword_fr"": ""copie de 450-371-6340""}]",57143,,hospital,http://www.cliniquedentairedusuroit.com/,45.2631987,-74.1323816,1745808471,hospital,0
ChIJI7jWAcKZuEwRQoNc3De9m8s,,YVES OUELLETTE OPTOMETRISTE,"117-1670 JULES-VERNE, QUEBEC, QC, G2G 2R1",L'Ancienne-Lorette,Capitale Nationale,CA,QC,G2E 2X1,+18444943883,,[],[],53084,,hospital,https://zieute.ca/,46.8021485,-71.360317,1745790598,hospital,0
ChIJI7v0nlqzt0wRQkZ9d0qtqwQ,,CLINIQUE MEDICALE BELVEDERE,"202-2235 GALT O, SHERBROOKE, QC, J1K 1K6",Sherbrooke,Estrie,CA,QC,J1K 1K6,+18195634244,18195638924,"[{""fax_number"": ""18195638924"", ""keyword_en"": ""general fax""}]","[{""fax_number"": ""18195638924"", ""keyword_fr"": ""télécopie générale""}]",55077,,hospital,https://www.cliniquebelvedere.ca/contact,45.38727360000001,-71.92776239999999,1745790598,hospital,0
ChIJI8afYwgnyUwRrCYFyS0AV0o,,LES LABORATOIRES TURCOT ET TURCOT INC,"328 GRANDE COTE, ROSEMERE, QC, J7A 1K3",Rosemère,Laurentides,CA,QC,J7A 1K3,+15147320222,14506695177,"[{""fax_number"": ""14506695177"", ""keyword_en"": ""general communications""}]","[{""fax_number"": ""14506695177"", ""keyword_fr"": ""dossiers médicaux""}]",53109,,hospital,https://www.turcotolivier.com/,45.63614199999999,-73.792881,1745790598,hospital,0
ChIJI90euIL5wUwR5Ev9hCWdrOA,,CENTRE PROTECTION ET READAPT. JDA DE ROBERVAL,"254 BOUL SAUVE, ROBERVAL, QC, G8H 1A7",Roberval,Saguenay Lac Saint Jean,CA,QC,G8H 1B9,+14182750110,"14182756202,14182754829,14182756174","[{""fax_number"": ""14182756202"", ""keyword_en"": ""administration""}, {""fax_number"": ""14182754829"", ""keyword_en"": ""referrals""}, {""fax_number"": ""14182756174"", ""keyword_en"": ""administration""}]","[{""fax_number"": ""14182756202"", ""keyword_fr"": ""administration""}, {""fax_number"": ""14182754829"", ""keyword_fr"": ""r\u00e9f\u00e9rences""}, {""fax_number"": ""14182756174"", ""keyword_fr"": ""administration""}]",0252X;11273;42520;42521;45909,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=1143,48.50742169999999,-72.21923799999999,1745808471,hospital,0
ChIJI9Bk8RYZyUwR7m7ZAdNsFhQ,,GUY DUCHEMIN / CENTRE D'OPTOMETRIE HOLISTIQUE,"7464 SAINT-DENIS, MONTREAL, QC, H2R 2E4",Montréal,Montreal,CA,QC,H2R 2E4,+15142713195,,[],[],52285,,hospital,,45.53965549999999,-73.6197004,1745808471,hospital,0
ChIJI9zKxCcDyUwR3jNBH4bbLrg,,ISOMED,"105-1205 AMPERE, BOUCHERVILLE, QC, J4B 7M6",Boucherville,Monteregie,CA,QC,J4B 7M6,+14506500165,14506417331,"[{""fax_number"": ""14506417331"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14506417331"", ""keyword_fr"": ""renseignements généraux""}]",55903,,hospital,http://www.isomed.ca/,45.57288519999999,-73.442032,1745808471,hospital,0
ChIJIQ70gLd8x0wRISwYThRMIHk,,CLINIQUE D'OPTOMETRIE PONT-ROUGE,"201 DUPONT E, PONT-ROUGE, QC, G3H 1N7",Pont-Rouge,Capitale Nationale,CA,QC,G3H 1L8,+14188734943,15067396501,"[{""fax_number"": ""15067396501"", ""keyword_en"": ""butcher shop optometry clinic""}]","[{""fax_number"": ""15067396501"", ""keyword_fr"": ""renseignements généraux""}]",52002,,hospital,http://www.emerillon.ca/,46.7476529,-71.69474629999999,1745790598,hospital,0
ChIJIQCPGbg7yUwR2BJhc1rU7fQ,,NEW LOOK KIRKLAND,"16916 RUE TRANSCANADIENNE, KIRKLAND, QC, H9H 0C5",Kirkland,Montreal,CA,QC,H9H 0C5,+14388005340,15146941675,"[{""fax_number"": ""15146941675"", ""keyword_en"": ""enquiries""}]","[{""fax_number"": ""15146941675"", ""keyword_fr"": ""renseignements généraux""}]",53725,,hospital,http://newlook.ca/,45.4525449,-73.85568669999999,1745856667,hospital,0
ChIJIQDZFK8eyUwRtjNoM3GKnDg,,CLINIQUE ST-JEAN VIANNEY,"4290 BEAUBIEN E, MONTREAL, QC, H1T 1S6",Montréal,Montreal,CA,QC,H1T 1S6,+15143746711,15143742051,"[{""fax_number"": ""15143742051"", ""keyword_en"": ""general""}]","[{""fax_number"": ""15143742051"", ""keyword_fr"": ""renseignements généraux""}]",55007,,hospital,,45.5641088,-73.5782136,1745808471,hospital,0
ChIJIQGmaoYiyUwRzB1a6ePD8OU,,CLINIQUE MEDICALE L'ENVOLEE,"5025 SALABERRY, MONTREAL, QC, H4J 1J1",Montréal,Montreal,CA,QC,H4J 1J1,+15143312323,15143338534,"[{""fax_number"": ""15143338534"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""15143338534"", ""keyword_fr"": ""dossiers médicaux""}]",55080,,hospital,http://cliniquelenvolee.com/,45.5323595,-73.7074181,1745808471,hospital,0
ChIJIQIMomoayUwRZkBP28956dI,,OPTIQUE TOWN,"1460 SHERBROOKE O, MONTREAL, QC, H3G 1K4",Montréal,Montreal,CA,QC,H3G 1K4,+15142868020,15147487941,"[{""fax_number"": ""15147487941"", ""keyword_en"": ""not specified""}]","[{""fax_number"": ""15147487941"", ""keyword_fr"": ""renseignements généraux""}]",53420,,pharmacy,,45.4976113,-73.58035129999999,1745808471,clinic,0
ChIJIR3h0jQnmEwRQUmp2MlIHsg,,"CLSC, CRDP ET CRDI-TSA DE POINTE-A-LA-CROIX","48 BOUL INTERPROVINCIAL CP 389, POINTE-A-LA-CROIX, QC, G0C 1L0",Pointe-à-la-Croix,Gaspesie Iles De La Madeleine,CA,QC,G0C 1L0,,,[],[],80635,,hospital,,48.0195125,-66.6930936,1745808471,hospital,0
ChIJIR6ik0gZyUwR4_3mKYgrFP0,,CLINIQUE PEDIATRIQUE BEAUBIEN,"2301 RUE BELANGER E, MONTREAL, QC, H2G 1C9",Montréal,Montreal,CA,QC,H2G 1C9,+15147281559,15147284480,"[{""fax_number"": ""15147284480"", ""keyword_en"": ""general""}]","[{""fax_number"": ""15147284480"", ""keyword_fr"": ""dossiers médicaux""}]",55808,,hospital,,45.5504966,-73.6001078,1745808471,hospital,0
ChIJIRMmJDMFyUwRwtQCe_O9I5A,,CENTRE SERV. AMB. ET GMFU CHARLES-LE MOYNE,"201-299 BOUL SIR WILFRID-LAURIER, SAINT-LAMBERT, QC, J4R 2L1",Saint-Lambert,Monteregie,CA,QC,J4R 2L1,+14504665630,14504665630,"[{""fax_number"": ""14504665630"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14504665630"", ""keyword_fr"": ""dossiers médicaux""}]",48351,,hospital,https://www.santemonteregie.qc.ca/installations/gmf-u-charles-le-moyne,45.4936263,-73.5026353,1745790598,hospital,0
ChIJIS7eVFnx6UwRXzIKIvcmSXM,,IRIS DOLBEAU-MISTASSINI,"1245 BOUL WALLBERG, DOLBEAU, QC, G8L 1H3",Dolbeau-Mistassini,Saguenay Lac Saint Jean,CA,QC,G8L 1H3,+14182765262,14182768476,"[{""fax_number"": ""14182768476"", ""keyword_en"": ""operations g\u00e9n\u00e9rales""}]","[{""fax_number"": ""14182768476"", ""keyword_fr"": ""opérations générales""}]",52167,,hospital,https://iris.ca/fr/trouver-une-boutique/dolbeau-mistassini,48.8774102,-72.2280217,1745808471,hospital,0
ChIJIT5JUfcYyUwRJ7qU-CVsT0M,,CLINIQUE MEDICALE MARCHE CENTRAL,"305-9250 BOUL DE L'ACADIE, MONTREAL, QC, H4N 3C5",Montreal,Montreal,CA,QC,H4N 3C5,+15143849462,15143847413,"[{""fax_number"": ""15143847413"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""15143847413"", ""keyword_fr"": ""renseignements généraux""}]",55896,,hospital,https://www.cmdmc.ca/,45.532438,-73.656181,1745808471,hospital,0
ChIJITLVgPoQyUwRC5xmLiV8k-M,,CENTRE MEDICAL METRO MONK,"2529 RUE ALLARD, MONTREAL, QC, H4E 2L5",Montréal,Montreal,CA,QC,H4E 2L5,+15147699999,"15145436846,15147699008","[{""fax_number"": ""15147699008"", ""keyword_en"": ""administration""}, {""fax_number"": ""15145436846"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""15147699008"", ""keyword_fr"": ""administration""}, {""fax_number"": ""15145436846"", ""keyword_fr"": ""renseignements généraux""}]",54230,,hospital,http://cmmm.clinic/,45.4509414,-73.59505519999999,1745808471,hospital,0
ChIJIVVA5oT-yEwRhDbnYo9Zvks,,LUNETTES ET COMPAGNIE,"1-225 DU CARDINAL, ST-AMABLE, QC, J0L 1N0",Saint-Amable,Monteregie,CA,QC,J0L 1N0,+14503383389,14509223191,"[{""fax_number"": ""14509223191"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14509223191"", ""keyword_fr"": ""dossiers m\u00e9dicaux""}]",53137;53351,,hospital,http://lunettesetcompagnie.ca/,45.6410814,-73.3050634,1745790598,hospital,0
